,Make,Aircraft.Category,Number.of.Engines,Engine.Type,Injury.Severity
85100,Pereyra,Airplane,1.0,Reciprocating,Non-Fatal
85101,AIRBUS,Airplane,2.0,Geared Turbofan,
85102,HIGGINS JOHN H/WILLIAMS JOHN D,Airplane,1.0,Reciprocating,Non-Fatal
85103,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85104,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85105,BOEING,Airplane,,,
85106,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85107,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85110,Cessna,Airplane,2.0,Reciprocating,Fatal
85112,De Havilland,Airplane,2.0,,Non-Fatal
85113,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85114,Piper,Airplane,1.0,Reciprocating,Fatal
85115,AIRBUS,Airplane,2.0,Geared Turbofan,
85116,Vans,Airplane,1.0,Reciprocating,Fatal
85117,Beech,Airplane,2.0,Reciprocating,Fatal
85118,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
85120,Cessna,Airplane,1.0,Reciprocating,Fatal
85121,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85122,BOEING,Airplane,,,
85123,Piper,Airplane,1.0,Reciprocating,Fatal
85124,Cessna,Airplane,,Reciprocating,Non-Fatal
85125,SOCATA,Airplane,,,Non-Fatal
85126,GRUMMAN,Airplane,2.0,Turbo Prop,Fatal
85127,ZENAIR,Airplane,1.0,Reciprocating,Non-Fatal
85128,CESSNA,Airplane,,,Fatal
85129,Cub Crafters,Airplane,,Reciprocating,Non-Fatal
85131,ICON,Airplane,1.0,Reciprocating,Non-Fatal
85132,American Aviation,Airplane,1.0,Reciprocating,Non-Fatal
85133,Ercoupe,Airplane,1.0,Reciprocating,Non-Fatal
85134,Pitts,Airplane,1.0,Reciprocating,Non-Fatal
85137,Beech,Airplane,2.0,Reciprocating,Non-Fatal
85138,Cessna,Airplane,1.0,Reciprocating,Fatal
85139,Beech,Airplane,,,Non-Fatal
85140,LEARJET,Airplane,,,Non-Fatal
85142,CESSNA,Airplane,,,Non-Fatal
85143,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85145,Cirrus,Airplane,,Reciprocating,Fatal
85146,Embraer,Airplane,,,Non-Fatal
85147,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85148,AIRBUS,Airplane,,,
85149,Beech,Airplane,2.0,Reciprocating,Non-Fatal
85150,Beech,Airplane,,,Non-Fatal
85151,New Glasair,Airplane,1.0,Reciprocating,Non-Fatal
85152,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85153,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85154,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85156,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85158,BOMBARDIER,Airplane,,,Non-Fatal
85160,BOEING,Airplane,,,
85161,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85162,Embraer,Airplane,2.0,Turbo Fan,Non-Fatal
85163,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85164,Cessna,Airplane,1.0,,Fatal
85165,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85166,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85167,SYMPHONY AIRCRAFT IND INC,Airplane,1.0,Reciprocating,Non-Fatal
85169,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85170,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85171,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85173,BOEING,Airplane,,,Non-Fatal
85174,Fisher,Airplane,1.0,Reciprocating,Non-Fatal
85175,Cessna,Airplane,,,Fatal
85176,BOEING,Airplane,,,
85177,Rans,Airplane,1.0,Reciprocating,Non-Fatal
85178,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85179,North American,Airplane,,Reciprocating,Non-Fatal
85180,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85182,BEECH,Airplane,,,Non-Fatal
85183,Piper,Airplane,,,Non-Fatal
85184,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
85185,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85186,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85187,CESSNA,Airplane,,,Fatal
85188,BEECH,Airplane,,,Fatal
85189,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85190,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
85192,RAYTHEON,Airplane,1.0,Reciprocating,Fatal
85194,BOEING,Airplane,,,
85195,BOEING,Airplane,,,
85196,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
85197,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85198,Beech,Airplane,,Reciprocating,Non-Fatal
85199,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85200,BOEING,Airplane,,,Non-Fatal
85201,Czech Aircraft Works Spol Sro,Airplane,1.0,Reciprocating,Non-Fatal
85202,Grumman,Airplane,1.0,Reciprocating,Fatal
85203,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
85204,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85205,Bushby,Airplane,1.0,Reciprocating,Fatal
85206,DORNIER,Airplane,,,Fatal
85207,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85208,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85209,General Atomics,Airplane,1.0,Turbo Prop,Non-Fatal
85210,CESSNA,Airplane,,,Fatal
85211,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
85212,Beech,Airplane,1.0,Reciprocating,Fatal
85213,CIRRUS,Airplane,,Reciprocating,Fatal
85214,Piper,Airplane,1.0,,Fatal
85215,BOEING,Airplane,,,
85216,ZENITH,Airplane,1.0,Reciprocating,Non-Fatal
85217,Piper,Airplane,,,Fatal
85218,Pilatus,Airplane,1.0,Turbo Prop,Fatal
85219,Yakovlev,Airplane,1.0,Reciprocating,Non-Fatal
85220,SKYSTAR,Airplane,1.0,Reciprocating,Non-Fatal
85222,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
85223,Piper,Airplane,1.0,Reciprocating,Fatal
85224,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85225,PIPER,Airplane,,,Non-Fatal
85226,BEECH,Airplane,,,Fatal
85227,Bae,Airplane,2.0,Turbo Fan,Non-Fatal
85228,JAVRON,Airplane,,Reciprocating,Non-Fatal
85229,De Havilland,Airplane,2.0,Turbo Prop,
85230,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85231,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
85233,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85234,Vans,Airplane,1.0,Unknown,Non-Fatal
85236,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85237,DE HAVILLAND,Airplane,,,Non-Fatal
85238,BOEING,Airplane,,,
85243,Zenith,Airplane,1.0,Reciprocating,Non-Fatal
85245,Mooney,Airplane,1.0,Reciprocating,Fatal
85246,PIPER,Airplane,,,Fatal
85247,De Havilland,Airplane,2.0,Turbo Prop,Non-Fatal
85249,Cessna,Airplane,1.0,Turbo Prop,Fatal
85250,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85251,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85253,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85254,Piper,Airplane,,,Fatal
85255,BOEING,Airplane,,,
85257,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85258,CESSNA,Airplane,,,Fatal
85261,Angel Aircraft Corporation,Airplane,,Reciprocating,Fatal
85262,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85263,Embraer,Airplane,2.0,,Non-Fatal
85264,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85265,JOHN Sample,Airplane,1.0,Reciprocating,Non-Fatal
85266,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85267,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
85268,Embraer,Airplane,2.0,,Non-Fatal
85271,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
85272,CESSNA,Airplane,2.0,Turbo Fan,Non-Fatal
85273,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85274,Champion,Airplane,,,Non-Fatal
85276,Embraer,Airplane,2.0,Turbo Fan,Non-Fatal
85278,LEARJET,Airplane,2.0,,Non-Fatal
85280,Pitts,Airplane,1.0,Reciprocating,Non-Fatal
85282,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85283,Boeing,Airplane,2.0,,Non-Fatal
85284,BEECH,Airplane,2.0,Unknown,Fatal
85285,Cessna,Airplane,,,Non-Fatal
85286,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85287,Flight Design,Airplane,1.0,Reciprocating,Non-Fatal
85288,Piper,Airplane,1.0,Reciprocating,Fatal
85290,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85292,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85293,CIRRUS,Airplane,,,Fatal
85294,Cessna,Airplane,1.0,Reciprocating,Fatal
85295,Eipper,Airplane,1.0,Reciprocating,Non-Fatal
85296,Cosmos,Airplane,1.0,Reciprocating,Non-Fatal
85297,AIRBUS,Airplane,2.0,Geared Turbofan,
85298,Boeing,Airplane,2.0,,
85299,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85300,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85301,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85302,AIRBUS,Airplane,2.0,Geared Turbofan,
85303,BOEING,Airplane,2.0,,Non-Fatal
85304,ZENITH,Airplane,1.0,Reciprocating,Non-Fatal
85305,EMBRAER,Airplane,,,Non-Fatal
85306,PIPER,Airplane,,,Fatal
85307,BOEING,Airplane,,,
85308,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85309,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85310,CESSNA,Airplane,,,
85311,TEAM ROCKET F-1,Airplane,1.0,Reciprocating,Non-Fatal
85313,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85314,Cirrus,Airplane,,,Non-Fatal
85316,CESSNA,Airplane,,,Non-Fatal
85317,Piper,Airplane,2.0,Turbo Prop,Fatal
85318,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85319,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85320,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85321,CESSNA,Airplane,,Turbo Fan,Non-Fatal
85322,American Aviation,Airplane,1.0,Reciprocating,Fatal
85324,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85325,Mitsubishi,Airplane,2.0,Turbo Prop,Non-Fatal
85326,Vans,Airplane,1.0,Reciprocating,Non-Fatal
85328,PIPER,Airplane,1.0,Reciprocating,Fatal
85331,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85332,Mooney,Airplane,1.0,Reciprocating,Fatal
85333,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85334,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85335,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85336,Boeing,Airplane,2.0,,
85337,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
85338,Gulfstream,Airplane,2.0,Turbo Fan,Non-Fatal
85339,BEECH,Airplane,2.0,Turbo Fan,Non-Fatal
85340,Mooney,Airplane,1.0,Reciprocating,Fatal
85341,CESSNA,Airplane,,,
85342,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
85343,Thunder Mustang,Airplane,1.0,Reciprocating,Fatal
85344,Aero Commander,Airplane,1.0,Reciprocating,Non-Fatal
85346,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85347,Vans,Airplane,1.0,Reciprocating,Fatal
85348,American Aviation,Airplane,1.0,Reciprocating,Non-Fatal
85349,BOEING,Airplane,,,Non-Fatal
85350,Cessna,Airplane,1.0,Reciprocating,Fatal
85352,Glassair,Airplane,1.0,Reciprocating,Non-Fatal
85353,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85354,CESSNA,Airplane,,,Non-Fatal
85355,Cirrus,Airplane,,Reciprocating,Non-Fatal
85356,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85357,AIRBUS,Airplane,2.0,Geared Turbofan,
85358,REims,Airplane,,,Fatal
85359,BOEING,Airplane,,,Fatal
85361,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85362,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
85363,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85365,AIRBUS,Airplane,,,Non-Fatal
85367,Airbus,Airplane,2.0,Turbo Fan,Non-Fatal
85369,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85370,Cessna,Airplane,1.0,Reciprocating,Fatal
85371,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85372,BOEING,Airplane,,,Non-Fatal
85373,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85375,AIRBORNE,Airplane,1.0,Reciprocating,Non-Fatal
85377,Michael A. Watson,Airplane,1.0,Reciprocating,Non-Fatal
85378,Pereyra,Airplane,1.0,Reciprocating,Non-Fatal
85380,Vans,Airplane,1.0,Reciprocating,Non-Fatal
85381,Cessna,Airplane,,,Fatal
85382,RANS,Airplane,1.0,Reciprocating,Non-Fatal
85383,Beech,Airplane,2.0,Reciprocating,Non-Fatal
85384,Beech,Airplane,,,Non-Fatal
85385,PIEL,Airplane,1.0,Reciprocating,Non-Fatal
85387,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85388,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85389,AIR TRACTOR,Airplane,,,Fatal
85390,Denney,Airplane,1.0,Reciprocating,Non-Fatal
85393,Cessna,Airplane,1.0,Reciprocating,Fatal
85394,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85395,BOEING,Airplane,,,Non-Fatal
85396,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
85398,Beech,Airplane,1.0,Reciprocating,Fatal
85399,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85400,Stearman,Airplane,,Reciprocating,Non-Fatal
85401,CESSNA,Airplane,,Reciprocating,Fatal
85403,Boeing,Airplane,,,
85404,PIPER,Airplane,,,Fatal
85405,LOCKHEED,Airplane,,,Fatal
85406,CESSNA,Airplane,,,Fatal
85407,Airbus,Airplane,2.0,Turbo Fan,Non-Fatal
85409,BOMBARDIER,Airplane,,,
85410,Stinson,Airplane,,Reciprocating,Fatal
85411,Vans,Airplane,1.0,Reciprocating,Non-Fatal
85412,Piper,Airplane,1.0,Reciprocating,Fatal
85414,EXTRA,Airplane,,,Fatal
85415,Airbus,Airplane,,Geared Turbofan,
85416,Piper,Airplane,1.0,Reciprocating,Fatal
85417,MUSTANG,Airplane,1.0,Reciprocating,Fatal
85418,MERWIN,Airplane,1.0,Reciprocating,Non-Fatal
85420,Gulfstream,Airplane,2.0,Turbo Fan,Non-Fatal
85421,Beech,Airplane,1.0,,Non-Fatal
85422,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85425,GLASAIR,Airplane,1.0,Reciprocating,Non-Fatal
85426,AEROPRO CZ,Airplane,1.0,Reciprocating,Fatal
85427,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85428,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
85429,Piper,Airplane,2.0,Reciprocating,Fatal
85430,Beech,Airplane,2.0,Reciprocating,Non-Fatal
85431,Mitsubishi,Airplane,2.0,Turbo Prop,Non-Fatal
85432,CESSNA,Airplane,,,Non-Fatal
85433,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85434,AIRBUS,Airplane,,,Non-Fatal
85435,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85436,BOEING,Airplane,,,Non-Fatal
85437,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85438,BOEING,Airplane,2.0,,
85441,Piper,Airplane,1.0,Reciprocating,Fatal
85442,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85443,AIRBUS,Airplane,,,Non-Fatal
85444,Maule,Airplane,1.0,Reciprocating,Non-Fatal
85445,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85446,BOEING,Airplane,,,
85447,BOEING,Airplane,4.0,,
85448,AIRBUS,Airplane,,,
85449,PIPER,Airplane,,Reciprocating,Non-Fatal
85450,BOEING,Airplane,,,Fatal
85451,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85453,Cessna,Airplane,1.0,Reciprocating,Fatal
85454,Piper,Airplane,1.0,Reciprocating,Fatal
85455,Cessna,Airplane,1.0,Reciprocating,Fatal
85456,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85457,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
85458,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85461,BOMBARDIER,Airplane,,Turbo Fan,Non-Fatal
85463,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85465,Cessna,Airplane,2.0,Turbo Fan,Fatal
85466,Beech,Airplane,1.0,Reciprocating,Fatal
85467,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
85469,Navion,Airplane,1.0,Reciprocating,Non-Fatal
85470,Boeing,Airplane,2.0,,Non-Fatal
85471,BOEING,Airplane,,,
85472,BOEING,Airplane,2.0,,Non-Fatal
85473,BOEING,Airplane,,,
85474,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85475,Cessna,Airplane,2.0,Turbo Fan,Non-Fatal
85476,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
85477,AIRBUS,Airplane,2.0,,Non-Fatal
85478,PIPER,Airplane,,,Fatal
85479,Luscombe,Airplane,1.0,,Fatal
85480,Mooney,Airplane,1.0,Reciprocating,Fatal
85481,Piaggio,Airplane,2.0,Turbo Prop,Non-Fatal
85482,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85484,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85485,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85486,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85487,Vans,Airplane,,Reciprocating,Non-Fatal
85488,Rockwell,Airplane,1.0,,Non-Fatal
85489,BOEING,Airplane,,,Non-Fatal
85490,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85492,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85494,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85497,PIPER,Airplane,,,Non-Fatal
85499,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85500,CESSNA,Airplane,,,Fatal
85501,EMBRAER,Airplane,,,Non-Fatal
85504,LAVIA ARGENTINA,Airplane,1.0,Reciprocating,Fatal
85505,PIPER,Airplane,,,Fatal
85507,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85509,Beech,Airplane,2.0,Turbo Prop,Fatal
85510,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85511,Cessna,Airplane,2.0,Turbo Fan,Non-Fatal
85513,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85515,PIPER,Airplane,,,Fatal
85517,Orlican,Airplane,1.0,Reciprocating,Non-Fatal
85518,Beech,Airplane,1.0,Reciprocating,Fatal
85519,Aviat,Airplane,1.0,Reciprocating,Non-Fatal
85521,CESSNA,Airplane,1.0,Reciprocating,Fatal
85522,Commander,Airplane,1.0,Reciprocating,Non-Fatal
85523,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85524,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
85526,Beech,Airplane,2.0,Reciprocating,Non-Fatal
85527,BOMBARDIER,Airplane,,,Non-Fatal
85528,BEECH,Airplane,2.0,,Non-Fatal
85529,RYAN AERONAUTICAL,Airplane,1.0,,Fatal
85530,BOEING,Airplane,,,Non-Fatal
85531,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
85532,Ercoupe,Airplane,,Reciprocating,Non-Fatal
85533,Learjet,Airplane,2.0,Turbo Fan,Non-Fatal
85534,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85535,Airbus,Airplane,2.0,Turbo Fan,
85536,Lightning Avion Eab LLC,Airplane,,Reciprocating,Non-Fatal
85537,RAF,Airplane,,Reciprocating,Non-Fatal
85538,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85539,Champion,Airplane,1.0,Reciprocating,Non-Fatal
85540,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85541,Boeing,Airplane,2.0,Turbo Fan,
85542,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85543,Zenair,Airplane,1.0,Reciprocating,Non-Fatal
85544,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85545,Kitfox,Airplane,1.0,Reciprocating,Non-Fatal
85546,CubCrafters,Airplane,1.0,Reciprocating,Non-Fatal
85547,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85549,BOEING,Airplane,,,
85550,Zenith,Airplane,,,Non-Fatal
85551,Learjet,Airplane,2.0,Turbo Fan,Non-Fatal
85552,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85553,Cessna,Airplane,1.0,Reciprocating,Fatal
85554,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85555,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85557,BOEING,Airplane,,,
85558,Cessna,Airplane,1.0,Reciprocating,Fatal
85559,Piper,Airplane,1.0,Reciprocating,Fatal
85560,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85561,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85562,Champion,Airplane,1.0,Reciprocating,Non-Fatal
85563,Vans,Airplane,1.0,Reciprocating,Non-Fatal
85564,Flight Design,Airplane,,,Non-Fatal
85566,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85567,CESSNA,Airplane,,,Non-Fatal
85568,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
85569,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
85571,Embraer,Airplane,,,Non-Fatal
85572,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85573,American Aviation,Airplane,1.0,Reciprocating,Fatal
85574,De Havilland,Airplane,2.0,Turbo Prop,Non-Fatal
85575,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85576,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
85577,Stolp Starduster,Airplane,1.0,Reciprocating,Non-Fatal
85578,Cub Crafters,Airplane,1.0,Reciprocating,Non-Fatal
85579,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85580,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85581,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
85582,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85583,American Legand Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
85584,Piper,Airplane,,Reciprocating,Non-Fatal
85585,Cessna,Airplane,1.0,Reciprocating,Fatal
85586,Cessna,Airplane,2.0,Reciprocating,Fatal
85587,Aeronca,Airplane,,,Non-Fatal
85588,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85589,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85590,Mooney,Airplane,1.0,Reciprocating,Fatal
85591,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85592,Cessna,Airplane,2.0,Reciprocating,Fatal
85593,CESSNA,Airplane,2.0,Turbo Fan,Fatal
85594,PIPER,Airplane,,,Fatal
85595,Raytheon,Airplane,2.0,Turbo Fan,Non-Fatal
85596,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85597,PIPER,Airplane,,,Fatal
85598,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85599,CESSNA,Airplane,,,Fatal
85600,Cessna,Airplane,1.0,Turbo Prop,Fatal
85601,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85602,Cirrus,Airplane,1.0,,Non-Fatal
85603,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85604,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85605,AIRBUS,Airplane,,Turbo Fan,
85606,Piper,Airplane,2.0,Reciprocating,Non-Fatal
85607,Piper,Airplane,,,Fatal
85608,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85609,Boeing,Airplane,2.0,,Non-Fatal
85611,Just,Airplane,1.0,Reciprocating,Non-Fatal
85612,Cessna,Airplane,2.0,Reciprocating,Fatal
85614,Piper,Airplane,,,Non-Fatal
85615,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85616,BOWER,Airplane,1.0,Reciprocating,Non-Fatal
85617,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
85619,Maule,Airplane,1.0,Reciprocating,Fatal
85622,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85623,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85624,WAG-AERO,Airplane,1.0,Reciprocating,Non-Fatal
85625,AIRBUS,Airplane,2.0,Turbo Fan,
85626,Cirrus,Airplane,1.0,Reciprocating,Non-Fatal
85627,Aero Commander,Airplane,2.0,Reciprocating,Non-Fatal
85628,BOEING,Airplane,,,
85629,TL Ultralight SRO,Airplane,,,Non-Fatal
85630,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85631,MUSE,Airplane,1.0,Reciprocating,Fatal
85632,CESSNA,Airplane,1.0,,Non-Fatal
85633,Israel Aircraft Industries,Airplane,,,Fatal
85634,Lancair,Airplane,,Reciprocating,Non-Fatal
85635,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85637,PIPER,Airplane,1.0,Reciprocating,Non-Fatal
85638,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85639,Diamond,Airplane,2.0,Reciprocating,Non-Fatal
85641,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85642,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85643,Champion,Airplane,1.0,Reciprocating,Non-Fatal
85645,RANS S-12,Airplane,,Reciprocating,Non-Fatal
85646,Lake,Airplane,1.0,Reciprocating,Non-Fatal
85647,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85648,SOCATA,Airplane,,,Non-Fatal
85649,Kolb,Airplane,,,Fatal
85654,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85655,CESSNA,Airplane,,,Non-Fatal
85656,Air Tractor,Airplane,,Turbo Prop,Fatal
85657,Pipistrel Italia SRL,Airplane,1.0,Reciprocating,Fatal
85658,Buckman,Airplane,,Reciprocating,Non-Fatal
85660,Pipistrel,Airplane,1.0,Reciprocating,Non-Fatal
85661,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85662,Arion Aircraft LLC,Airplane,1.0,Reciprocating,Fatal
85663,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85664,Pitts,Airplane,1.0,Reciprocating,Non-Fatal
85665,Piper,Airplane,,Reciprocating,Non-Fatal
85666,Cessna,Airplane,1.0,,Non-Fatal
85667,BOEING,Airplane,,,Non-Fatal
85668,Extra,Airplane,,Reciprocating,Non-Fatal
85669,CESSNA,Airplane,,,Non-Fatal
85670,COMP AIR,Airplane,,,Fatal
85671,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
85672,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85673,Beech,Airplane,1.0,Reciprocating,Non-Fatal
85674,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
85675,HOLMGREN,Airplane,1.0,Reciprocating,Non-Fatal
85676,Cessna,Airplane,,,Fatal
85677,Eagle,Airplane,1.0,Reciprocating,Non-Fatal
85678,Piper,Airplane,,Reciprocating,Non-Fatal
85680,PIPER,Airplane,,,Fatal
85681,CESSNA,Airplane,1.0,Reciprocating,Non-Fatal
85682,LANCAIR,Airplane,1.0,Reciprocating,Non-Fatal
85683,Piper,Airplane,1.0,Reciprocating,Non-Fatal
85684,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
